	#Component	completeness			connectivity			completeness				connectivity				edge Num				oracle	#false negative 				false negative rate			
		dynamic	manual	whole	dynamic	manual	whole	ICCBot	IC3	IC3-dial	Gator	ICCBot	IC3	IC3-dial	Gator	ICCBot	IC3	IC3-dial	Gator	whole	ICCBot	IC3	IC3-dial	Gator	ICCBot	IC3	IC3-dial	Gator
sview.wfd.activities	27	0.09	0.09	0.09	0.00	0.00	0.00	0.69	0.09	0.09	0.26	2.59	0.00	0.00	1.41	35	0	0	19	0	0	0	0	0	0.00	0.00	0.00	0.00
com.de3kes.radio	3	0.25	0.25	0.25	0.00	0.00	0.00	1.00	0.67	0.67	0.25	2.00	0.67	0.67	0.00	3	1	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.com.haeng.ruller	2	0.38	0.38	0.38	0.00	0.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1	1	1	1	0	0	0	0	0	0.00	0.00	0.00	0.00
pl.edipresse.polkinews	2	0.38	0.38	0.38	0.00	0.00	0.00	1.00	0.38	0.38	0.38	1.00	0.00	0.00	0.00	1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
net.wifibible.cuba	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.andromo.dev518376.app490271	4	0.19	0.19	0.19	0.00	0.00	0.00	0.63	0.19	0.19	0.31	2.00	0.00	0.00	0.50	4	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.andromob.ramadantimes	21	0.08	0.08	0.08	0.00	0.00	0.00	0.43	0.29	0.08	0.13	1.43	0.67	0.00	0.10	15	7	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
org.mudamos.petition	20	0.11	0.11	0.11	0.00	0.00	0.00	0.34	0.11	0.11	0.15	1.30	0.00	0.00	0.10	13	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
net.appeat.dogdrip	18	0.06	0.06	0.06	0.00	0.00	0.00	0.65	0.06	0.06	0.17	1.44	0.00	0.00	0.78	13	0	0	7	0	0	0	0	0	0.00	0.00	0.00	0.00
air.com.ohsnahs.frufru	3	0.33	0.33	0.33	0.00	0.00	0.00	0.58	0.58	0.58	0.33	0.67	0.67	0.67	0.00	1	1	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.betterworks.BetterWorks.mobile	7	0.18	0.18	0.18	0.00	0.00	0.00	0.46	0.18	0.18	0.18	1.14	0.00	0.00	0.00	4	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
marathi.small.lovestory	5	0.15	0.15	0.15	0.00	0.00	0.00	1.00	1.00	1.00	0.35	1.60	1.60	1.60	1.20	4	4	4	3	0	0	0	0	0	0.00	0.00	0.00	0.00
net.Brussels.indexcity	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.amazon.aws.console.mobile	3	0.33	0.33	0.33	0.00	0.00	0.00	1.00	0.33	0.33	0.33	2.00	0.00	0.00	0.00	3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.devaufiz.bathroom.design.ideas	7	0.11	0.11	0.11	0.00	0.00	0.00	0.57	0.50	0.50	0.36	1.43	0.86	0.86	0.57	5	3	3	2	0	0	0	0	0	0.00	0.00	0.00	0.00
app.spinup	10	0.10	0.10	0.10	0.00	0.00	0.00	0.93	0.10	0.10	0.85	3.20	0.00	0.00	2.00	16	0	0	10	0	0	0	0	0	0.00	0.00	0.00	0.00
app22167.vinebre	33	0.02	0.02	0.02	0.00	0.00	0.00	0.85	0.48	0.02	0.21	7.27	2.36	0.00	29.39	120	39	0	485	0	0	0	0	0	0.00	0.00	0.00	0.00
com.cadmiumcd.aba2015	82	0.21	0.21	0.21	0.00	0.00	0.00	0.96	0.97	0.21	0.76	7.61	65.71	0.00	27.46	312	2694	0	1126	0	0	0	0	0	0.00	0.00	0.00	0.00
com.anesneiraapps.randomizer	43	0.06	0.06	0.06	0.00	0.00	0.00	0.31	0.06	0.06	0.19	1.35	0.00	0.00	1.44	29	0	0	31	0	0	0	0	0	0.00	0.00	0.00	0.00
com.conduit.app_793f311efdc14f0fb05df3eff01f4c5c.app	13	0.10	0.10	0.10	0.00	0.00	0.00	0.46	0.25	0.63	0.52	1.54	0.46	2.77	1.38	10	3	18	9	0	0	0	0	0	0.00	0.00	0.00	0.00
com.auroraeffects.reverse.ludo	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.app.tombraidert	58	0.04	0.04	0.04	0.00	0.00	0.00	0.65	0.04	0.04	0.43	3.07	0.00	0.00	17.55	89	0	0	509	0	0	0	0	0	0.00	0.00	0.00	0.00
appinventor.ai_prashantohal82.rvr2016	8	0.16	0.16	0.16	0.00	0.00	0.00	0.44	0.44	0.16	0.16	1.00	0.75	0.00	0.00	4	3	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.app.loveharmony	15	0.10	0.10	0.10	0.00	0.00	0.00	0.45	0.40	0.10	0.38	2.00	1.60	0.00	1.73	15	12	0	13	0	0	0	0	0	0.00	0.00	0.00	0.00
io.paperplane.mrb.tilesynth1000.pro	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
br.com.center.graberpr	88	0.02	0.02	0.02	0.00	0.00	0.00	0.28	0.02	0.02	0.35	1.66	0.00	0.00	20.16	73	0	0	887	0	0	0	0	0	0.00	0.00	0.00	0.00
com.cdac.nhpdisease	20	0.04	0.04	0.04	0.00	0.00	0.00	0.43	0.36	0.36	0.16	1.80	1.30	1.30	1.20	18	13	13	12	0	0	0	0	0	0.00	0.00	0.00	0.00
app.inapppurchase.removead	3	0.25	0.25	0.25	0.00	0.00	0.00	0.75	1.00	1.00	0.67	2.00	2.67	2.67	0.67	3	4	4	1	0	0	0	0	0	0.00	0.00	0.00	0.00
hideme.android.vpn	13	0.15	0.15	0.15	0.00	0.00	0.00	0.81	0.42	0.44	0.25	2.92	1.08	1.38	0.31	19	7	9	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.celebrity_quotes.annbeattie	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.app.downloadmanager	32	0.05	0.05	0.05	0.00	0.00	0.00	0.05	0.05	0.05	0.12	0.00	0.00	0.00	0.81	0	0	0	13	0	0	0	0	0	0.00	0.00	0.00	0.00
com.cougardating.cougard	35	0.02	0.02	0.02	0.00	0.00	0.00	0.58	0.02	0.02	0.23	1.60	0.00	0.00	12.40	28	0	0	217	0	0	0	0	0	0.00	0.00	0.00	0.00
com.aji.WallPaintingIdeas	2	0.38	0.38	0.38	0.00	0.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1	1	1	1	0	0	0	0	0	0.00	0.00	0.00	0.00
net.e_motto.jngd4ks2	20	0.09	0.09	0.09	0.00	0.00	0.00	0.40	0.09	0.09	0.11	1.60	0.00	0.00	0.20	16	0	0	2	0	0	0	0	0	0.00	0.00	0.00	0.00
apps.infinite.airplanecabinsound	4	0.19	0.19	0.19	0.00	0.00	0.00	1.00	1.00	1.00	0.31	1.50	2.00	2.00	1.00	3	4	4	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.addhatikapps.romjan	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
kr.goodchois.fpp.mob	20	0.06	0.06	0.06	0.00	0.00	0.00	0.93	0.91	0.91	0.91	2.80	27.60	27.60	15.30	28	276	276	153	0	0	0	0	0	0.00	0.00	0.00	0.00
com.baxter.inservice.us	7	0.11	0.11	0.11	0.00	0.00	0.00	0.43	0.11	0.11	0.11	0.86	0.00	0.00	0.00	3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.bluelionmobile.qeep.client.android	16	0.13	0.13	0.13	0.00	0.00	0.00	0.36	0.13	0.13	0.22	0.75	0.00	0.00	0.50	6	0	0	4	0	0	0	0	0	0.00	0.00	0.00	0.00
ru.example.woodpecker	2	0.50	0.50	0.50	0.00	0.00	0.00	1.00	0.50	1.00	1.00	1.00	0.00	1.00	1.00	1	0	1	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.bottlecap.lineandball	2	0.38	0.38	0.38	0.00	0.00	0.00	0.38	0.38	0.38	0.38	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
frases.inteligentes.prontas.compartilhar	8	0.09	0.09	0.09	0.00	0.00	0.00	0.69	0.72	0.09	0.28	1.75	8.00	0.00	1.50	7	32	0	6	0	0	0	0	0	0.00	0.00	0.00	0.00
com.app.hotelarcopalace	28	0.05	0.05	0.05	0.00	0.00	0.00	0.31	0.38	0.05	0.10	1.14	8.64	0.00	0.21	16	121	0	3	0	0	0	0	0	0.00	0.00	0.00	0.00
hk.neat.biz	10	0.13	0.13	0.13	0.00	0.00	0.00	0.28	0.13	0.13	0.13	1.00	0.00	0.00	0.00	5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
smartgr.kitchen.storagecabinets	20	0.04	0.04	0.04	0.00	0.00	0.00	0.30	0.04	0.04	0.30	2.60	0.00	0.00	3.90	26	0	0	39	0	0	0	0	0	0.00	0.00	0.00	0.00
net.micene.minigroup.palimpsests.lite	19	0.05	0.05	0.05	0.00	0.00	0.00	0.58	0.58	0.25	0.22	1.68	10.63	1.05	1.37	16	101	10	13	0	0	0	0	0	0.00	0.00	0.00	0.00
air.com.CandySlacking	2	0.38	0.38	0.38	0.00	0.00	0.00	0.50	0.38	0.38	0.38	1.00	0.00	0.00	0.00	1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.deperu.museosarequipa	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
md.point.map	5	0.20	0.20	0.20	0.00	0.00	0.00	0.60	0.20	0.20	0.20	0.80	0.00	0.00	0.00	2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.a24thlab.aggregatecalculator	29	0.03	0.03	0.03	0.00	0.00	0.00	0.93	0.03	0.03	0.93	2.14	0.00	0.00	2.14	31	0	0	31	0	0	0	0	0	0.00	0.00	0.00	0.00
com.chownow.elcazadormexicanrestaurant	29	0.04	0.04	0.04	0.00	0.00	0.00	0.56	0.04	0.04	0.83	1.66	0.00	0.00	26.07	24	0	0	378	0	0	0	0	0	0.00	0.00	0.00	0.00
org.ml31.app	10	0.10	0.10	0.10	0.00	0.00	0.00	0.10	0.10	0.10	0.63	0.00	0.00	0.00	7.20	0	0	0	36	0	0	0	0	0	0.00	0.00	0.00	0.00
digifit.android.virtuagym.pro.spcgeeresteinwoudenberg	6	0.13	0.13	0.13	0.00	0.00	0.00	0.50	0.50	0.13	0.13	0.67	0.67	0.00	0.00	2	2	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.chrome.beta	0	NaN	NaN	NaN	0.00	0.00	0.00	NaN	NaN	NaN	NaN	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
hr.v2d.ido	7	0.14	0.14	0.14	0.00	0.00	0.00	0.75	0.14	0.14	0.14	1.14	0.00	0.00	0.00	4	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.classlink.btboces.android	33	0.04	0.04	0.04	0.00	0.00	0.00	0.11	0.04	0.04	0.04	0.18	0.00	0.00	0.00	3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.diygxstudio.dailystretches	7	0.11	0.11	0.11	0.00	0.00	0.00	0.89	0.75	0.75	0.29	2.00	2.29	2.29	1.43	7	8	8	5	0	0	0	0	0	0.00	0.00	0.00	0.00
com.comuto	226	0.01	0.01	0.01	0.00	0.00	0.00	0.07	0.01	0.01	0.89	0.64	0.00	0.00	333.63	72	0	0	37700	0	0	0	0	0	0.00	0.00	0.00	0.00
net.mori.androsamba	27	0.11	0.11	0.11	0.00	0.00	0.00	0.84	0.77	0.11	0.59	3.41	3.04	0.00	2.30	46	41	0	31	0	0	0	0	0	0.00	0.00	0.00	0.00
newyear.firework.theme	15	0.10	0.10	0.10	0.00	0.00	0.00	0.32	0.37	0.10	0.25	1.73	1.87	0.00	0.80	13	14	0	6	0	0	0	0	0	0.00	0.00	0.00	0.00
com.aurobapps.fruittreewallpapers	4	0.19	0.19	0.19	0.00	0.00	0.00	1.00	0.38	0.38	0.38	2.00	1.50	1.50	1.50	4	3	3	3	0	0	0	0	0	0.00	0.00	0.00	0.00
com.appmontanojd.qatarmalayalamradio986freemusicrecordonline	8	0.16	0.16	0.16	0.00	0.00	0.00	0.81	0.69	0.69	0.28	2.25	1.25	1.25	0.75	9	5	5	3	0	0	0	0	0	0.00	0.00	0.00	0.00
net.gamiya.guatemala_city_guatemala.offline.navigation	2	0.38	0.38	0.38	0.00	0.00	0.00	1.00	1.00	1.00	0.38	1.00	1.00	1.00	0.00	1	1	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00
air.AdventureU	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
ee.rautsik.simpletvremotecontrol	35	0.05	0.05	0.05	0.00	0.00	0.00	0.14	0.08	0.05	0.10	0.46	0.23	0.00	1.03	8	4	0	18	0	0	0	0	0	0.00	0.00	0.00	0.00
fta.Oppo.F7.F5.F3.F1.F8.Plus.Pro.theme.wallpaper.launcher	9	0.14	0.14	0.14	0.00	0.00	0.00	0.61	0.14	0.14	0.14	0.89	0.00	0.00	0.00	4	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
piletest.bit	1	0.25	0.25	0.25	0.00	0.00	0.00	0.25	0.25	0.25	0.25	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.cidcnh.caseihen	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.airkast.KATCFM	74	0.02	0.02	0.02	0.00	0.00	0.00	0.33	0.02	0.02	0.54	2.03	0.00	0.00	40.97	75	0	0	1516	0	0	0	0	0	0.00	0.00	0.00	0.00
in.reweyou.reweyou	35	0.04	0.04	0.04	0.00	0.00	0.00	0.63	0.49	0.04	0.28	2.80	1.54	0.00	0.97	49	27	0	17	0	0	0	0	0	0.00	0.00	0.00	0.00
com.amadeus.merci.kq	3	0.25	0.25	0.25	0.00	0.00	0.00	0.25	0.25	0.25	0.25	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
pranav.apps.amazing.imagecompressor	2	0.38	0.38	0.38	0.00	0.00	0.00	1.00	1.00	1.00	0.38	1.00	1.00	1.00	0.00	1	1	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.andromo.dev597108.app883267	12	0.08	0.08	0.08	0.00	0.00	0.00	0.44	0.08	0.08	0.23	2.67	0.00	0.00	1.00	16	0	0	6	0	0	0	0	0	0.00	0.00	0.00	0.00
jp.co.canon.oip.android.opal	4	0.25	0.25	0.25	0.00	0.00	0.00	1.00	0.81	0.25	0.25	3.00	1.00	0.00	0.00	6	2	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
net.pluservice.elbasharing	6	0.29	0.29	0.29	0.00	0.00	0.00	0.29	0.29	0.29	0.29	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.attendify.confpl4229	17	0.06	0.06	0.06	0.00	0.00	0.00	0.32	0.06	0.06	0.24	1.41	0.00	0.00	3.29	12	0	0	28	0	0	0	0	0	0.00	0.00	0.00	0.00
jp.heroz.android.shogiwars	7	0.14	0.14	0.14	0.00	0.00	0.00	0.21	0.14	0.14	0.14	0.29	0.00	0.00	0.00	1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.borrowermobileapp	19	0.07	0.07	0.07	0.00	0.00	0.00	0.24	0.12	0.07	0.17	0.74	0.11	0.00	0.95	7	1	0	9	0	0	0	0	0	0.00	0.00	0.00	0.00
tk.artsakenos.chinesedriverlicense	3	0.25	0.25	0.25	0.00	0.00	0.00	1.00	1.00	1.00	1.00	1.33	1.33	1.33	1.33	2	2	2	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.compusystems.csattendee.e693	84	0.04	0.04	0.04	0.00	0.00	0.00	0.49	0.04	0.04	0.26	3.19	0.00	0.00	2.52	134	0	0	106	0	0	0	0	0	0.00	0.00	0.00	0.00
corridaeleitoral.com.br.corridaeleitoral	17	0.06	0.06	0.06	0.00	0.00	0.00	0.35	0.13	0.13	0.13	4.12	0.24	0.24	0.24	35	2	2	2	0	0	0	0	0	0.00	0.00	0.00	0.00
apps.infinite.icypuddlesound	4	0.19	0.19	0.19	0.00	0.00	0.00	1.00	1.00	1.00	0.31	1.50	2.00	2.00	1.00	3	4	4	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.app.bookICCBottournow	71	0.04	0.04	0.04	0.00	0.00	0.00	0.60	0.04	0.04	0.18	4.08	0.00	0.00	15.86	145	0	0	563	0	0	0	0	0	0.00	0.00	0.00	0.00
theme.eagle.colorful.abstract.meizu.galaxy.nokia.honor.nex.findx.android.apple.iphone.ios.launcher.wallpaper	6	0.21	0.21	0.21	0.00	0.00	0.00	0.67	0.67	0.67	0.42	1.67	1.00	1.00	0.33	5	3	3	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.affinity.nas	9	0.19	0.19	0.19	0.00	0.00	0.00	0.25	0.39	0.39	0.19	0.22	0.67	0.67	0.00	1	3	3	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.andromo.dev315366.app306419	15	0.07	0.07	0.07	0.00	0.00	0.00	0.32	0.32	0.07	0.07	1.73	1.73	0.00	0.00	13	13	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.app_morgenhaar.layout	21	0.06	0.06	0.06	0.00	0.00	0.00	0.33	0.27	0.06	0.21	2.29	3.52	0.00	8.00	24	37	0	84	0	0	0	0	0	0.00	0.00	0.00	0.00
nl.burgerking.app	14	0.16	0.16	0.16	0.00	0.00	0.00	0.27	0.16	0.16	0.20	0.71	0.00	0.00	0.14	5	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
it.erickson.involoconlamatematica	30	0.10	0.10	0.10	0.00	0.00	0.00	0.19	0.10	0.10	0.12	0.67	0.00	0.00	0.07	10	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
dwi.dreamphotolab.instamag_photocollage	12	0.06	0.06	0.06	0.00	0.00	0.00	0.75	0.75	0.75	0.40	2.83	2.83	2.83	1.17	17	17	17	7	0	0	0	0	0	0.00	0.00	0.00	0.00
jp.co.googolplex.android.colladaviewer	2	0.50	0.50	0.50	0.00	0.00	0.00	1.00	0.50	0.50	0.50	1.00	0.00	0.00	0.00	1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
inc.meh.MileageTracker	2	0.38	0.38	0.38	0.00	0.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1	1	1	1	0	0	0	0	0	0.00	0.00	0.00	0.00
jjong.kim.childvideo	6	0.17	0.17	0.17	0.00	0.00	0.00	0.63	0.46	0.46	0.37	1.33	1.00	1.00	0.33	4	3	3	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.app.brothersgas	43	0.02	0.02	0.02	0.00	0.00	0.00	0.68	0.58	0.58	0.04	2.74	4.00	3.95	0.09	59	86	85	2	0	0	0	0	0	0.00	0.00	0.00	0.00
no.terra.android.rorosbanken	64	0.02	0.02	0.02	0.00	0.00	0.00	0.40	0.78	0.02	0.43	2.13	6.28	0.00	3.81	68	201	0	122	0	0	0	0	0	0.00	0.00	0.00	0.00
de.rezepte.abnehmen.home.workouts	5	0.20	0.20	0.20	0.00	0.00	0.00	0.20	0.20	0.20	0.20	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
us.sol.StanislausCountyLibrary	14	0.07	0.07	0.07	0.00	0.00	0.00	0.16	0.07	0.07	0.07	0.43	0.00	0.00	0.00	3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
markm.spinit	2	0.50	0.50	0.50	0.00	0.00	0.00	0.50	0.50	0.50	0.50	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
br.com.mv.nse.HealthcareBenchmarkingCMB	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
appinventor.ai_ey2378.hadashot	26	0.03	0.03	0.03	0.00	0.00	0.00	0.03	0.03	0.03	0.96	0.00	0.00	0.00	7.69	0	0	0	100	0	0	0	0	0	0.00	0.00	0.00	0.00
eu.beeple.app.users	20	0.11	0.11	0.11	0.00	0.00	0.00	0.52	0.11	0.11	0.11	3.00	0.00	0.00	0.00	30	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.crazygun.reaper.snipershooting	7	0.14	0.14	0.14	0.00	0.00	0.00	0.18	0.14	0.14	0.14	0.29	0.00	0.00	0.00	1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
gps.ils.vor.glasscockpit	34	0.02	0.02	0.02	0.00	0.00	0.00	1.00	0.85	0.02	0.97	4.59	2.29	0.00	44.41	78	39	0	755	0	0	0	0	0	0.00	0.00	0.00	0.00
com.chambaapp	9	0.14	0.14	0.14	0.00	0.00	0.00	0.39	0.14	0.14	0.22	1.33	0.00	0.00	0.22	6	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
jp.co.decoo.colorsquare	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
betcoin.viphfft	83	0.03	0.03	0.03	0.00	0.00	0.00	0.13	0.03	0.03	0.03	0.41	0.00	0.00	0.00	17	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
kr.ac.snjc.library	8	0.09	0.09	0.09	0.00	0.00	0.00	0.88	0.91	0.91	0.88	1.75	2.00	2.00	1.50	7	8	8	6	0	0	0	0	0	0.00	0.00	0.00	0.00
flashcards.words.words	16	0.05	0.05	0.05	0.00	0.00	0.00	0.33	0.05	0.05	0.05	0.75	0.00	0.00	0.00	6	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.airtheme.iconpack.AncientNurseryRhyme	1	0.75	0.75	0.75	0.00	0.00	0.00	1.00	0.75	0.75	0.75	2.00	0.00	0.00	0.00	1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
kevinj.instasquare.instasizenocrop.squarequick.emoji.maker	0	NaN	NaN	NaN	0.00	0.00	0.00	NaN	NaN	NaN	NaN	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.congo.actualite	70	0.05	0.05	0.05	0.00	0.00	0.00	0.29	0.05	0.05	0.14	1.23	0.00	0.00	0.34	43	0	0	12	0	0	0	0	0	0.00	0.00	0.00	0.00
com.cootek.smartinputv5.skin.keyboard_theme_gold_butterfly	86	0.08	0.08	0.08	0.00	0.00	0.00	0.28	0.08	0.08	0.42	1.51	0.00	0.00	13.72	65	0	0	590	0	0	0	0	0	0.00	0.00	0.00	0.00
eu.liveclick.aja1	4	0.25	0.25	0.25	0.00	0.00	0.00	0.31	0.44	0.44	0.25	0.50	1.00	1.00	0.00	1	2	2	0	0	0	0	0	0	0.00	0.00	0.00	0.00
tfl.com.eicheregl	11	0.07	0.07	0.07	0.00	0.00	0.00	1.00	0.34	0.07	0.34	2.36	1.64	0.00	1.82	13	9	0	10	0	0	0	0	0	0.00	0.00	0.00	0.00
com.b2bg.WeComeInPieces	4	0.25	0.25	0.25	0.00	0.00	0.00	0.44	0.25	0.25	0.25	0.50	0.00	0.00	0.00	1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
hd.uhd.live.wallpapers.topwallpapers	18	0.08	0.08	0.08	0.00	0.00	0.00	0.44	0.08	0.08	0.19	2.44	0.00	0.00	1.56	22	0	0	14	0	0	0	0	0	0.00	0.00	0.00	0.00
minimalism.pdfviewer	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.cyberlink.actiondirector	31	0.04	0.04	0.04	0.00	0.00	0.00	0.41	0.04	0.04	0.06	0.97	0.00	0.00	0.06	15	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
uk.co.ICCBotfirmsapp.garbutt	16	0.17	0.17	0.17	0.00	0.00	0.00	0.34	0.17	0.17	0.17	0.63	0.00	0.00	0.00	5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
co.april2019.strc	186	0.03	0.03	0.03	0.00	0.00	0.00	0.27	0.03	0.03	0.03	2.86	0.00	0.00	0.00	266	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
es.lfp.laligatv	64	0.06	0.06	0.06	0.00	0.00	0.00	0.58	0.06	0.06	0.27	3.19	0.00	0.00	2.34	102	0	0	75	0	0	0	0	0	0.00	0.00	0.00	0.00
es.bandomovil.huelaga.informa	79	0.02	0.02	0.02	0.00	0.00	0.00	0.74	0.22	0.02	0.12	8.33	4.89	0.00	1.47	329	193	0	58	0	0	0	0	0	0.00	0.00	0.00	0.00
net.parentlink.americanleadership	60	0.02	0.02	0.02	0.00	0.00	0.00	0.55	0.55	0.02	0.21	2.90	28.23	0.00	5.00	87	847	0	150	0	0	0	0	0	0.00	0.00	0.00	0.00
com.auctionmobility.auctions.vinpresariowineauctions	44	0.04	0.04	0.04	0.00	0.00	0.00	0.63	0.44	0.04	0.22	3.82	9.41	0.00	1.77	84	207	0	39	0	0	0	0	0	0.00	0.00	0.00	0.00
hana.tvguidejapan.team	10	0.08	0.08	0.08	0.00	0.00	0.00	0.53	0.08	0.28	0.18	1.20	0.00	0.80	0.80	6	0	4	4	0	0	0	0	0	0.00	0.00	0.00	0.00
com.artwall.IntroductionToTheTempleOfTheBlessedVirginMaryWallpapers	43	0.04	0.04	0.04	0.00	0.00	0.00	0.19	0.13	0.04	0.20	0.70	0.42	0.00	1.77	15	9	0	38	0	0	0	0	0	0.00	0.00	0.00	0.00
com.biplug.goodword	42	0.04	0.04	0.04	0.00	0.00	0.00	0.60	0.04	0.04	0.04	14.24	0.00	0.00	0.00	299	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.augmensys.ubik	10	0.08	0.08	0.08	0.00	0.00	0.00	0.08	0.08	0.08	0.08	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
