	#Component	completeness			connectivity			completeness				connectivity				edge Num				oracle	#false negative 				false negative rate			
		dynamic	manual	whole	dynamic	manual	whole	ICCBot	IC3	IC3-dial	Gator	ICCBot	IC3	IC3-dial	Gator	ICCBot	IC3	IC3-dial	Gator	whole	ICCBot	IC3	IC3-dial	Gator	ICCBot	IC3	IC3-dial	Gator
com.evergrill	39	0.05	0.05	0.05	0.00	0.00	0.00	0.35	0.05	0.05	0.20	1.90	0.00	0.00	8.00	37	0	0	156	0	0	0	0	0	0.00	0.00	0.00	0.00
com.launcher.theme.t211809820	18	0.08	0.08	0.08	0.00	0.00	0.00	0.42	0.51	0.08	0.29	1.89	4.44	0.00	1.67	17	40	0	15	0	0	0	0	0	0.00	0.00	0.00	0.00
com.gmail.billbradshaw247.aehb	50	0.07	0.07	0.07	0.00	0.00	0.00	0.33	0.07	0.07	0.16	1.80	0.00	0.00	0.68	45	0	0	17	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ram.intentexample	6	0.21	0.21	0.21	0.00	0.00	0.00	0.83	0.83	0.83	0.21	2.67	2.67	2.67	0.00	8	8	8	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.singletonchallenge	13	0.12	0.12	0.12	0.00	0.00	0.00	0.35	0.12	0.12	0.12	1.38	0.00	0.00	0.00	9	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ICCBotlaps.eventapp.rakhalfmarathon2018	26	0.06	0.06	0.06	0.00	0.00	0.00	0.67	0.23	0.06	0.29	3.31	0.69	0.00	0.62	43	9	0	8	0	0	0	0	0	0.00	0.00	0.00	0.00
com.gau.go.weatherex.appbilling.systemwidgetskin.garett.trickortreat	5	0.35	0.35	0.35	0.00	0.00	0.00	0.35	0.35	0.35	0.35	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.pinjamango	0	NaN	NaN	NaN	0.00	0.00	0.00	NaN	NaN	NaN	NaN	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.foodtec.deliveryapp	14	0.05	0.05	0.05	0.00	0.00	0.00	0.09	0.09	0.09	0.05	0.14	0.14	0.14	0.00	1	1	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.up.intrexxlauncher	15	0.08	0.08	0.08	0.00	0.00	0.00	0.95	0.08	0.08	0.38	7.20	0.00	0.00	6.00	54	0	0	45	0	0	0	0	0	0.00	0.00	0.00	0.00
com.PhoenixWallpapers.Diamond42	4	0.31	0.31	0.31	0.00	0.00	0.00	0.56	0.44	0.44	0.56	1.50	0.50	0.50	1.00	3	1	1	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.risesoftware.springlineoffice	187	0.03	0.03	0.03	0.00	0.00	0.00	0.05	0.03	0.03	0.03	0.06	0.00	0.00	0.00	6	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.randomlogicgames.guesstheemojimovies	20	0.08	0.08	0.08	0.00	0.00	0.00	0.29	0.21	0.08	0.08	1.40	0.80	0.00	0.00	14	8	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.zabuzalabs.balloonbowarrow_football	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.teammt.gmanrainy.themestore	36	0.07	0.07	0.07	0.00	0.00	0.00	0.51	0.07	0.07	0.43	1.67	0.00	0.00	8.89	30	0	0	160	0	0	0	0	0	0.00	0.00	0.00	0.00
com.nineyi.shop.s001164	34	0.07	0.07	0.07	0.00	0.00	0.00	0.16	0.07	0.07	0.13	0.53	0.00	0.00	0.47	9	0	0	8	0	0	0	0	0	0.00	0.00	0.00	0.00
com.StudioSogae.TowerMerge	4	0.25	0.25	0.25	0.00	0.00	0.00	0.25	0.25	0.25	0.25	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.paptap.pt303252	35	0.06	0.06	0.06	0.00	0.00	0.00	0.43	0.14	0.06	0.06	2.34	0.29	0.00	0.00	41	5	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ippogames.fungoal	5	0.15	0.15	0.15	0.00	0.00	0.00	0.15	0.15	0.15	0.15	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.viatom.azurmobile.fda	0	NaN	NaN	NaN	0.00	0.00	0.00	NaN	NaN	NaN	NaN	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.girly.lock.screen.zipper	16	0.06	0.06	0.06	0.00	0.00	0.00	0.56	0.06	0.06	0.20	2.00	0.00	0.00	1.63	16	0	0	13	0	0	0	0	0	0.00	0.00	0.00	0.00
com.joelcontrerasapp.industrialmetals	5	0.15	0.15	0.15	0.00	0.00	0.00	0.20	0.15	0.15	0.15	0.40	0.00	0.00	0.00	1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.rbjmobileapp.medicalplant	53	0.04	0.04	0.04	0.00	0.00	0.00	0.42	0.04	0.04	0.61	10.57	0.00	0.00	41.81	280	0	0	1108	0	0	0	0	0	0.00	0.00	0.00	0.00
com.topdevapp.hairstylesformen	8	0.09	0.09	0.09	0.00	0.00	0.00	0.75	0.38	0.38	0.25	1.75	0.50	0.50	0.25	7	2	2	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.filo.student	18	0.04	0.04	0.04	0.00	0.00	0.00	0.36	0.07	0.04	0.10	1.67	0.11	0.00	0.33	15	1	0	3	0	0	0	0	0	0.00	0.00	0.00	0.00
com.quenzapp.canto.de.calopsita.chororo.completo.passaros.brasileiro	8	0.13	0.13	0.13	0.00	0.00	0.00	0.47	0.13	0.13	0.31	1.50	0.00	0.00	0.50	6	0	0	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mtwarasda.app	43	0.06	0.06	0.06	0.00	0.00	0.00	0.34	0.06	0.06	0.12	1.86	0.00	0.00	0.65	40	0	0	14	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mobiprintpro.retail.android	8	0.25	0.25	0.25	0.00	0.00	0.00	0.78	0.25	0.25	0.63	2.00	0.00	0.00	3.50	8	0	0	14	0	0	0	0	0	0.00	0.00	0.00	0.00
com.intuitionsoftech.hoppingbird	3	0.25	0.25	0.25	0.00	0.00	0.00	0.25	0.67	0.67	0.25	0.00	0.67	0.67	0.00	0	1	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.superphotomontages.weddinghairphotomontage	20	0.06	0.06	0.06	0.00	0.00	0.00	0.60	0.64	0.06	0.54	2.10	4.20	0.00	2.60	21	42	0	26	0	0	0	0	0	0.00	0.00	0.00	0.00
com.pianyiwan.wallpaper.luxury.car	10	0.13	0.13	0.13	0.00	0.00	0.00	0.85	0.13	0.13	0.25	3.60	0.00	0.00	0.20	18	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.sizzgames.stickyweb	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.wsl.noom	122	0.06	0.06	0.06	0.00	0.00	0.00	0.36	0.06	0.06	0.57	7.48	0.02	0.02	68.39	456	1	1	4172	0	0	0	0	0	0.00	0.00	0.00	0.00
com.exciting3dapps.alienfacelwp	9	0.14	0.14	0.14	0.00	0.00	0.00	0.78	0.36	0.36	0.17	4.22	0.89	0.89	0.22	19	4	4	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.liongueststudios.lgs	19	0.08	0.08	0.08	0.00	0.00	0.00	0.38	0.08	0.08	0.25	1.16	0.00	0.00	0.42	11	0	0	4	0	0	0	0	0	0.00	0.00	0.00	0.00
com.erickdev.cemilannikmatkuelezat2	18	0.13	0.13	0.13	0.00	0.00	0.00	0.21	0.17	0.13	0.13	0.33	0.44	0.00	0.00	3	4	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.sg.android.calcimc	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	1.00	0.00	0.00	0.00	2.00	0	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.madcaps.apps.best.qrcode.qr.creator.generator	11	0.09	0.09	0.09	0.00	0.00	0.00	0.64	0.09	0.09	0.23	2.73	0.00	0.00	0.36	15	0	0	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.kauf.talking.baum.TalkingSmilingSimon	6	0.13	0.13	0.13	0.00	0.00	0.00	0.21	0.13	0.13	0.13	0.67	0.00	0.00	0.00	2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ICCBotapps.CandyHDWallpaperG	3	0.25	0.25	0.25	0.00	0.00	0.00	0.25	0.25	0.25	0.25	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.Yigotech.RottenZombies	3	0.25	0.25	0.25	0.00	0.00	0.00	0.67	0.67	0.67	0.25	0.67	0.67	0.67	0.00	1	1	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.romankryvolapov.pistonhouse	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.nathanmorin.stringtune	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.haidermushtaq.bullincarnadine.discretepatterns	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.sevegame.voicerecorder	22	0.05	0.05	0.05	0.00	0.00	0.00	0.76	0.05	0.05	0.51	2.55	0.00	0.00	3.45	28	0	0	38	0	0	0	0	0	0.00	0.00	0.00	0.00
com.katakataditinggalkekasihmenikah.donatecarsinma	3	0.25	0.25	0.25	0.00	0.00	0.00	1.00	1.00	1.00	1.00	1.33	1.33	1.33	1.33	2	2	2	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.gomax.app	2	0.38	0.38	0.38	0.00	0.00	0.00	0.38	0.38	0.38	0.38	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.hikersbay.mapsofflinemexico	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.wCyMagazine	3	0.25	0.25	0.25	0.00	0.00	0.00	0.42	0.25	0.25	0.25	0.67	0.00	0.00	0.00	1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.eracoin.app	9	0.17	0.17	0.17	0.00	0.00	0.00	0.56	0.42	0.42	0.17	1.11	0.67	0.67	0.00	5	3	3	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.uc.vmate	70	0.06	0.06	0.06	0.00	0.00	0.00	0.55	0.06	0.06	0.48	3.86	0.00	0.00	26.71	135	0	0	935	0	0	0	0	0	0.00	0.00	0.00	0.00
com.softdx.qrscanner	5	0.15	0.15	0.15	0.00	0.00	0.00	0.60	0.60	0.60	0.60	1.20	1.60	1.60	1.20	3	4	4	3	0	0	0	0	0	0.00	0.00	0.00	0.00
com.northparkmall	160	0.01	0.01	0.01	0.00	0.00	0.00	0.69	0.01	0.01	0.01	13.48	0.00	0.00	0.00	1078	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ramseysolutions.babysteps	2	0.38	0.38	0.38	0.00	0.00	0.00	0.38	0.38	0.38	0.38	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.tulotero.verlite	65	0.03	0.03	0.03	0.00	0.00	0.00	0.70	0.03	0.03	0.75	16.89	0.00	0.00	73.63	549	0	0	2393	0	0	0	0	0	0.00	0.00	0.00	0.00
com.einzelcode.dashdashdash.app	2	0.38	0.38	0.38	0.00	0.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1	1	1	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.h2kresearch.preciousHangul	11	0.05	0.05	0.05	0.00	0.00	0.00	0.25	0.05	0.05	0.05	1.64	0.00	0.00	0.00	9	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.sappsuma.salonapps.kertonsmith	29	0.03	0.03	0.03	0.00	0.00	0.00	0.18	0.22	0.03	0.30	1.03	1.17	0.00	0.55	15	17	0	8	0	0	0	0	0	0.00	0.00	0.00	0.00
com.galeronconsulting.PUMMOLE	14	0.11	0.11	0.11	0.00	0.00	0.00	0.38	0.34	0.11	0.27	0.71	2.00	0.00	0.29	5	14	0	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.goomeoevents.sia	35	0.06	0.06	0.06	0.00	0.00	0.00	0.62	0.32	0.06	0.14	3.03	1.89	0.00	0.51	53	33	0	9	0	0	0	0	0	0.00	0.00	0.00	0.00
com.flyingme.easylearnadobephotoshoptutorial	2	0.38	0.38	0.38	0.00	0.00	0.00	1.00	1.00	1.00	1.00	2.00	2.00	2.00	2.00	2	2	2	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.exlivinapps.bbcnewschannelliveappradioplayeruk	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.subsplash.thechurchapp.s_MHQ94H	36	0.06	0.06	0.06	0.00	0.00	0.00	0.43	0.06	0.06	0.31	4.44	0.00	0.00	3.44	80	0	0	62	0	0	0	0	0	0.00	0.00	0.00	0.00
com.playermusic.musicplayerapp	19	0.11	0.11	0.11	0.00	0.00	0.00	0.42	0.11	0.11	0.25	3.79	0.00	0.00	1.26	36	0	0	12	0	0	0	0	0	0.00	0.00	0.00	0.00
com.magic.paint.pixel.art.color.by.number	33	0.07	0.07	0.07	0.00	0.00	0.00	0.36	0.07	0.07	0.33	1.39	0.00	0.00	4.06	23	0	0	67	0	0	0	0	0	0.00	0.00	0.00	0.00
com.radha.swami.ji	14	0.09	0.09	0.09	0.00	0.00	0.00	0.88	0.82	0.82	0.27	2.29	1.71	1.71	1.57	16	12	12	11	0	0	0	0	0	0.00	0.00	0.00	0.00
com.medicinex.Kidney	6	0.13	0.13	0.13	0.00	0.00	0.00	0.17	0.13	0.13	0.13	0.33	0.00	0.00	0.00	1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.laslilas.swstudent	33	0.04	0.04	0.04	0.00	0.00	0.00	0.42	0.04	0.04	0.42	2.24	0.00	0.00	13.94	37	0	0	230	0	0	0	0	0	0.00	0.00	0.00	0.00
com.sinasoft.quranonline	6	0.13	0.13	0.13	0.00	0.00	0.00	1.00	0.83	0.83	0.33	2.67	2.33	2.33	1.33	8	7	7	4	0	0	0	0	0	0.00	0.00	0.00	0.00
com.shisha	22	0.08	0.08	0.08	0.00	0.00	0.00	0.57	0.08	0.08	0.38	2.36	0.00	0.00	1.09	26	0	0	12	0	0	0	0	0	0.00	0.00	0.00	0.00
com.elep.froze.juicubewt	35	0.05	0.05	0.05	0.00	0.00	0.00	0.49	0.05	0.05	0.40	3.94	0.00	0.00	4.46	69	0	0	78	0	0	0	0	0	0.00	0.00	0.00	0.00
com.smartek.varadhi.patashalaerp	77	0.01	0.01	0.01	0.00	0.00	0.00	0.33	0.09	0.01	0.20	1.53	0.70	0.00	2.00	59	27	0	77	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mobileiron.anyware.android	74	0.08	0.08	0.08	0.00	0.00	0.00	0.13	0.08	0.08	0.43	0.35	0.00	0.00	23.78	13	0	0	880	0	0	0	0	0	0.00	0.00	0.00	0.00
com.microsoft.mahjong	13	0.10	0.10	0.10	0.00	0.00	0.00	0.35	0.10	0.10	0.25	1.38	0.00	0.00	0.31	9	0	0	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.phorest.zaneedwardsalon	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.moviles4getb	49	0.02	0.02	0.02	0.00	0.00	0.00	0.02	0.02	0.02	0.02	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.subsplash.thechurchapp.s_J7WCTD	34	0.07	0.07	0.07	0.00	0.00	0.00	0.43	0.07	0.07	0.29	4.76	0.00	0.00	2.59	81	0	0	44	0	0	0	0	0	0.00	0.00	0.00	0.00
com.evensoftware.fwkimages.funnyjokes	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.quickcode.holihdphotoframes.vq4	7	0.11	0.11	0.11	0.00	0.00	0.00	0.86	1.00	1.00	0.50	2.57	5.14	5.14	1.14	9	18	18	4	0	0	0	0	0	0.00	0.00	0.00	0.00
com.neon.headphone.hd.lwp	5	0.20	0.20	0.20	0.00	0.00	0.00	0.70	0.70	0.70	0.45	1.60	1.60	1.60	0.80	4	4	4	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.optimal.strategy.trojanhorse	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.win.ceritarakyatindonesia	2	0.38	0.38	0.38	0.00	0.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1	1	1	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.sunmediasoft.videogames	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.fbsapp56.Maloom.Number	19	0.04	0.04	0.04	0.00	0.00	0.00	0.89	0.04	0.04	0.89	1.68	0.00	0.00	1.68	16	0	0	16	0	0	0	0	0	0.00	0.00	0.00	0.00
com.tvneo	25	0.03	0.03	0.03	0.00	0.00	0.00	0.60	0.09	0.09	0.26	1.60	0.24	0.24	2.16	20	3	3	27	0	0	0	0	0	0.00	0.00	0.00	0.00
com.WikiReZon.OdvutPremerGolpo	2	0.50	0.50	0.50	0.00	0.00	0.00	0.50	0.50	0.50	0.50	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.thunder_media_games.dragon.fire.war.arcade.adventure.aim.attack.defend.collect.archer.wizard.free_game	4	0.31	0.31	0.31	0.00	0.00	0.00	0.31	0.31	0.31	0.31	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.netpulse.mobile.creekbridgefitness	150	0.02	0.02	0.02	0.00	0.00	0.00	0.35	0.02	0.02	0.29	4.32	0.00	0.00	21.07	324	0	0	1580	0	0	0	0	0	0.00	0.00	0.00	0.00
com.medianet.i19	8	0.09	0.09	0.09	0.00	0.00	0.00	0.09	0.09	0.09	0.09	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.yourappland.toyotahonduras	8	0.16	0.16	0.16	0.00	0.00	0.00	0.28	0.16	0.16	0.16	0.75	0.00	0.00	0.00	3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.fnlnetwork	8	0.09	0.09	0.09	0.00	0.00	0.00	0.59	0.56	0.09	0.16	1.25	3.75	0.00	0.25	5	15	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.CVdev.InstantEffectCamera	1	0.75	0.75	0.75	0.00	0.00	0.00	1.00	0.75	0.75	0.75	2.00	0.00	0.00	0.00	1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.jethrosbbq.app	6	0.25	0.25	0.25	0.00	0.00	0.00	0.50	0.38	0.25	0.25	1.00	1.33	0.00	0.00	3	4	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.survgames.survivalisland	2	0.38	0.38	0.38	0.00	0.00	0.00	0.38	0.38	0.38	0.38	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.tearn.ks5	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.oef.keybook.mathclass10	23	0.09	0.09	0.09	0.00	0.00	0.00	0.28	0.09	0.09	0.22	0.52	0.00	0.00	0.26	6	0	0	3	0	0	0	0	0	0.00	0.00	0.00	0.00
com.tratao.xcurrency	17	0.10	0.10	0.10	0.00	0.00	0.00	0.37	0.10	0.10	0.47	1.88	0.00	0.00	1.53	16	0	0	13	0	0	0	0	0	0.00	0.00	0.00	0.00
com.wsamsungweb_6659603	62	0.06	0.06	0.06	0.00	0.00	0.00	0.38	0.06	0.06	0.22	2.13	0.00	0.00	0.65	66	0	0	20	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mg.thorfrequencylist	21	0.19	0.19	0.19	0.00	0.00	0.00	0.19	0.19	0.19	0.19	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.mercato.order	6	0.25	0.25	0.25	0.00	0.00	0.00	0.38	0.25	0.25	0.25	0.33	0.00	0.00	0.00	1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.thevitalitygroup.manulife	36	0.08	0.08	0.08	0.00	0.00	0.00	0.47	0.08	0.08	0.10	3.06	0.00	0.00	0.06	55	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.skrsoft.asiacup18	14	0.05	0.05	0.05	0.00	0.00	0.00	1.00	0.14	0.14	1.00	1.86	0.14	0.14	1.86	13	1	1	13	0	0	0	0	0	0.00	0.00	0.00	0.00
com.zingfit.SpinCity_Massapequa	7	0.18	0.18	0.18	0.00	0.00	0.00	0.32	0.18	0.18	0.18	0.86	0.00	0.00	0.00	3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.pablocesar.vork	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.virtualinfocom.buroangla	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.graylabproductions.PandemicSim	5	0.15	0.15	0.15	0.00	0.00	0.00	0.15	0.15	0.15	0.15	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.neoxonika.puzzlesanimals	11	0.14	0.14	0.14	0.00	0.00	0.00	0.55	0.43	0.14	0.43	0.91	2.18	0.00	0.73	5	12	0	4	0	0	0	0	0	0.00	0.00	0.00	0.00
com.infinum.vzajemna	50	0.04	0.04	0.04	0.00	0.00	0.00	0.41	0.04	0.04	0.22	1.92	0.00	0.00	22.92	48	0	0	573	0	0	0	0	0	0.00	0.00	0.00	0.00
com.soomigame.idlechess	22	0.05	0.05	0.05	0.00	0.00	0.00	0.17	0.05	0.05	0.15	1.27	0.00	0.00	1.27	14	0	0	14	0	0	0	0	0	0.00	0.00	0.00	0.00
com.halfapp.wordrefresh	2	0.38	0.38	0.38	0.00	0.00	0.00	1.00	0.38	0.38	0.38	2.00	0.00	0.00	0.00	2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.kitob.rich_child	3	0.25	0.25	0.25	0.00	0.00	0.00	1.00	1.00	1.00	1.00	2.67	2.67	2.67	2.67	4	4	4	4	0	0	0	0	0	0.00	0.00	0.00	0.00
com.IceSky.bongo_cat_duels	61	0.05	0.05	0.05	0.00	0.00	0.00	0.19	0.05	0.05	0.17	1.61	0.00	0.00	2.59	49	0	0	79	0	0	0	0	0	0.00	0.00	0.00	0.00
com.pacorubio.girosnecesitanapp	44	0.05	0.05	0.05	0.00	0.00	0.00	0.34	0.05	0.05	0.41	6.36	0.00	0.00	7.09	140	0	0	156	0	0	0	0	0	0.00	0.00	0.00	0.00
com.misonicon.DogWhistle	7	0.14	0.14	0.14	0.00	0.00	0.00	0.79	0.64	0.14	0.18	2.86	2.57	0.00	0.29	10	9	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.snailgameusa.kingdomwarriors	7	0.18	0.18	0.18	0.00	0.00	0.00	0.61	0.18	0.18	0.21	1.71	0.00	0.00	0.29	6	0	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.handydiarywithpassword	10	0.08	0.08	0.08	0.00	0.00	0.00	0.53	0.50	0.50	0.40	1.00	0.80	0.80	0.60	5	4	4	3	0	0	0	0	0	0.00	0.00	0.00	0.00
com.medicineapp	13	0.19	0.19	0.19	0.00	0.00	0.00	0.19	0.19	0.19	0.19	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.superfanu.bryantbulldogrewards	13	0.10	0.10	0.10	0.00	0.00	0.00	0.75	0.56	0.56	0.13	2.31	1.38	1.38	0.15	15	9	9	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.pavahainc.rainbowoverlay	9	0.08	0.08	0.08	0.00	0.00	0.00	1.00	0.08	0.31	0.25	1.78	0.00	1.78	0.89	8	0	8	4	0	0	0	0	0	0.00	0.00	0.00	0.00
com.msusi.vendor	13	0.12	0.12	0.12	0.00	0.00	0.00	0.35	0.12	0.12	0.12	1.38	0.00	0.00	0.00	9	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.srishtis.aggregatorapp	27	0.03	0.03	0.03	0.00	0.00	0.00	0.83	0.66	0.66	0.26	4.07	3.04	3.11	3.26	55	41	42	44	0	0	0	0	0	0.00	0.00	0.00	0.00
com.radiolight.guatemala	13	0.12	0.12	0.12	0.00	0.00	0.00	0.37	0.31	0.12	0.12	0.92	1.54	0.00	0.00	6	10	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ventev	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.worldmanager.sanchurro	5	0.25	0.25	0.25	0.00	0.00	0.00	0.70	0.25	0.25	0.55	0.80	0.00	0.00	0.80	2	0	0	2	0	0	0	0	0	0.00	0.00	0.00	0.00
com.nobexinc.wls_64612593.rc	31	0.08	0.08	0.08	0.00	0.00	0.00	0.46	0.56	0.08	0.36	1.55	5.48	0.00	4.06	24	85	0	63	0	0	0	0	0	0.00	0.00	0.00	0.00
com.simulatecalling.from.ryantoysreview	44	0.04	0.04	0.04	0.00	0.00	0.00	0.26	0.07	0.04	0.34	1.73	0.18	0.00	4.64	38	4	0	102	0	0	0	0	0	0.00	0.00	0.00	0.00
com.shpock.android	83	0.03	0.03	0.03	0.00	0.00	0.00	0.42	0.03	0.03	0.20	4.82	0.00	0.00	5.98	200	0	0	248	0	0	0	0	0	0.00	0.00	0.00	0.00
com.noelloo.shelfish	2	0.38	0.38	0.38	0.00	0.00	0.00	1.00	0.38	0.38	0.38	2.00	0.00	0.00	0.00	2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
