app	tool	common	only	last
pt.joaomneto.titancompanion	Story&ICCBot@All	Story	0.83	0.17	0.00
pt.joaomneto.titancompanion	Story&ICCBot@All	ICCBot	0.83	0.00	0.17
SuntimesWidget	Gator&IC3@TP	Gator	0.22	0.00	0.78
SuntimesWidget	Gator&IC3@TP	IC3	0.22	0.70	0.09
SuntimesWidget	Gator&IC3@All	Gator	0.04	0.01	0.95
SuntimesWidget	Gator&IC3@All	IC3	0.04	0.95	0.01
SuntimesWidget	Gator&IC3dial@TP	Gator	0.00	0.22	0.78
SuntimesWidget	Gator&IC3dial@TP	IC3dial	0.00	0.00	1.00
SuntimesWidget	Gator&IC3dial@All	Gator	0.00	1.00	0.00
SuntimesWidget	Gator&IC3dial@All	IC3dial	0.00	0.00	1.00
SuntimesWidget	Gator&A3E@TP	Gator	0.13	0.09	0.78
SuntimesWidget	Gator&A3E@TP	A3E	0.13	0.09	0.78
SuntimesWidget	Gator&A3E@All	Gator	0.16	0.64	0.20
SuntimesWidget	Gator&A3E@All	A3E	0.16	0.20	0.64
SuntimesWidget	Gator&Story@TP	Gator	0.22	0.00	0.78
SuntimesWidget	Gator&Story@TP	Story	0.22	0.09	0.70
SuntimesWidget	Gator&Story@All	Gator	0.23	0.68	0.09
SuntimesWidget	Gator&Story@All	Story	0.23	0.09	0.68
SuntimesWidget	Gator&ICCBot@TP	Gator	0.22	0.00	0.78
SuntimesWidget	Gator&ICCBot@TP	ICCBot	0.22	0.78	0.00
SuntimesWidget	Gator&ICCBot@All	Gator	0.07	0.01	0.92
SuntimesWidget	Gator&ICCBot@All	ICCBot	0.07	0.92	0.01
SuntimesWidget	IC3&IC3dial@TP	IC3	0.00	0.91	0.09
SuntimesWidget	IC3&IC3dial@TP	IC3dial	0.00	0.00	1.00
SuntimesWidget	IC3&IC3dial@All	IC3	0.00	1.00	0.00
SuntimesWidget	IC3&IC3dial@All	IC3dial	0.00	0.00	1.00
SuntimesWidget	IC3&A3E@TP	IC3	0.22	0.70	0.09
SuntimesWidget	IC3&A3E@TP	A3E	0.22	0.00	0.78
SuntimesWidget	IC3&A3E@All	IC3	0.02	0.98	0.01
SuntimesWidget	IC3&A3E@All	A3E	0.02	0.01	0.98
SuntimesWidget	IC3&Story@TP	IC3	0.26	0.65	0.09
SuntimesWidget	IC3&Story@TP	Story	0.26	0.04	0.70
SuntimesWidget	IC3&Story@All	IC3	0.02	0.98	0.00
SuntimesWidget	IC3&Story@All	Story	0.02	0.00	0.98
SuntimesWidget	IC3&ICCBot@TP	IC3	0.91	0.00	0.09
SuntimesWidget	IC3&ICCBot@TP	ICCBot	0.91	0.09	0.00
SuntimesWidget	IC3&ICCBot@All	IC3	0.14	0.56	0.30
SuntimesWidget	IC3&ICCBot@All	ICCBot	0.14	0.30	0.56
SuntimesWidget	IC3dial&A3E@TP	IC3dial	0.00	0.00	1.00
SuntimesWidget	IC3dial&A3E@TP	A3E	0.00	0.22	0.78
SuntimesWidget	IC3dial&A3E@All	IC3dial	0.00	0.00	1.00
SuntimesWidget	IC3dial&A3E@All	A3E	0.00	1.00	0.00
SuntimesWidget	IC3dial&Story@TP	IC3dial	0.00	0.00	1.00
SuntimesWidget	IC3dial&Story@TP	Story	0.00	0.30	0.70
SuntimesWidget	IC3dial&Story@All	IC3dial	0.00	0.00	1.00
SuntimesWidget	IC3dial&Story@All	Story	0.00	1.00	0.00
SuntimesWidget	IC3dial&ICCBot@TP	IC3dial	0.00	0.00	1.00
SuntimesWidget	IC3dial&ICCBot@TP	ICCBot	0.00	1.00	0.00
SuntimesWidget	IC3dial&ICCBot@All	IC3dial	0.00	0.00	1.00
SuntimesWidget	IC3dial&ICCBot@All	ICCBot	0.00	1.00	0.00
SuntimesWidget	A3E&Story@TP	A3E	0.13	0.09	0.78
SuntimesWidget	A3E&Story@TP	Story	0.13	0.17	0.70
SuntimesWidget	A3E&Story@All	A3E	0.23	0.46	0.31
SuntimesWidget	A3E&Story@All	Story	0.23	0.31	0.46
SuntimesWidget	A3E&ICCBot@TP	A3E	0.22	0.00	0.78
SuntimesWidget	A3E&ICCBot@TP	ICCBot	0.22	0.78	0.00
SuntimesWidget	A3E&ICCBot@All	A3E	0.03	0.00	0.96
SuntimesWidget	A3E&ICCBot@All	ICCBot	0.03	0.96	0.00
SuntimesWidget	Story&ICCBot@TP	Story	0.30	0.00	0.70
SuntimesWidget	Story&ICCBot@TP	ICCBot	0.30	0.70	0.00
SuntimesWidget	Story&ICCBot@All	Story	0.03	0.00	0.97
SuntimesWidget	Story&ICCBot@All	ICCBot	0.03	0.97	0.00
Simple-Solitaire	Gator&IC3@TP	Gator	0.13	0.25	0.63
Simple-Solitaire	Gator&IC3@TP	IC3	0.13	0.00	0.88
Simple-Solitaire	Gator&IC3@All	Gator	0.20	0.40	0.40
Simple-Solitaire	Gator&IC3@All	IC3	0.20	0.40	0.40
Simple-Solitaire	Gator&IC3dial@TP	Gator	0.13	0.25	0.63
Simple-Solitaire	Gator&IC3dial@TP	IC3dial	0.13	0.00	0.88
Simple-Solitaire	Gator&IC3dial@All	Gator	0.20	0.40	0.40
Simple-Solitaire	Gator&IC3dial@All	IC3dial	0.20	0.40	0.40
Simple-Solitaire	Gator&A3E@TP	Gator	0.13	0.25	0.63
Simple-Solitaire	Gator&A3E@TP	A3E	0.13	0.13	0.75
Simple-Solitaire	Gator&A3E@All	Gator	0.25	0.50	0.25
Simple-Solitaire	Gator&A3E@All	A3E	0.25	0.25	0.50
Simple-Solitaire	Gator&Story@TP	Gator	0.38	0.00	0.63
Simple-Solitaire	Gator&Story@TP	Story	0.38	0.50	0.13
Simple-Solitaire	Gator&Story@All	Gator	0.33	0.00	0.67
Simple-Solitaire	Gator&Story@All	Story	0.33	0.67	0.00
Simple-Solitaire	Gator&ICCBot@TP	Gator	0.38	0.00	0.63
Simple-Solitaire	Gator&ICCBot@TP	ICCBot	0.38	0.50	0.13
Simple-Solitaire	Gator&ICCBot@All	Gator	0.38	0.00	0.63
Simple-Solitaire	Gator&ICCBot@All	ICCBot	0.38	0.63	0.00
Simple-Solitaire	IC3&IC3dial@TP	IC3	0.13	0.00	0.88
Simple-Solitaire	IC3&IC3dial@TP	IC3dial	0.13	0.00	0.88
Simple-Solitaire	IC3&IC3dial@All	IC3	1.00	0.00	0.00
Simple-Solitaire	IC3&IC3dial@All	IC3dial	1.00	0.00	0.00
Simple-Solitaire	IC3&A3E@TP	IC3	0.13	0.00	0.88
Simple-Solitaire	IC3&A3E@TP	A3E	0.13	0.13	0.75
Simple-Solitaire	IC3&A3E@All	IC3	0.25	0.50	0.25
Simple-Solitaire	IC3&A3E@All	A3E	0.25	0.25	0.50
Simple-Solitaire	IC3&Story@TP	IC3	0.13	0.00	0.88
Simple-Solitaire	IC3&Story@TP	Story	0.13	0.75	0.13
Simple-Solitaire	IC3&Story@All	IC3	0.33	0.00	0.67
Simple-Solitaire	IC3&Story@All	Story	0.33	0.67	0.00
Simple-Solitaire	IC3&ICCBot@TP	IC3	0.13	0.00	0.88
Simple-Solitaire	IC3&ICCBot@TP	ICCBot	0.13	0.75	0.13
Simple-Solitaire	IC3&ICCBot@All	IC3	0.10	0.20	0.70
Simple-Solitaire	IC3&ICCBot@All	ICCBot	0.10	0.70	0.20
Simple-Solitaire	IC3dial&A3E@TP	IC3dial	0.13	0.00	0.88
Simple-Solitaire	IC3dial&A3E@TP	A3E	0.13	0.13	0.75
Simple-Solitaire	IC3dial&A3E@All	IC3dial	0.25	0.50	0.25
Simple-Solitaire	IC3dial&A3E@All	A3E	0.25	0.25	0.50
Simple-Solitaire	IC3dial&Story@TP	IC3dial	0.13	0.00	0.88
Simple-Solitaire	IC3dial&Story@TP	Story	0.13	0.75	0.13
Simple-Solitaire	IC3dial&Story@All	IC3dial	0.33	0.00	0.67
Simple-Solitaire	IC3dial&Story@All	Story	0.33	0.67	0.00
Simple-Solitaire	IC3dial&ICCBot@TP	IC3dial	0.13	0.00	0.88
Simple-Solitaire	IC3dial&ICCBot@TP	ICCBot	0.13	0.75	0.13
Simple-Solitaire	IC3dial&ICCBot@All	IC3dial	0.10	0.20	0.70
Simple-Solitaire	IC3dial&ICCBot@All	ICCBot	0.10	0.70	0.20
Simple-Solitaire	A3E&Story@TP	A3E	0.25	0.00	0.75
Simple-Solitaire	A3E&Story@TP	Story	0.25	0.63	0.13
Simple-Solitaire	A3E&Story@All	A3E	0.22	0.00	0.78
Simple-Solitaire	A3E&Story@All	Story	0.22	0.78	0.00
Simple-Solitaire	A3E&ICCBot@TP	A3E	0.25	0.00	0.75
Simple-Solitaire	A3E&ICCBot@TP	ICCBot	0.25	0.63	0.13
Simple-Solitaire	A3E&ICCBot@All	A3E	0.25	0.00	0.75
Simple-Solitaire	A3E&ICCBot@All	ICCBot	0.25	0.75	0.00
Simple-Solitaire	Story&ICCBot@TP	Story	0.88	0.00	0.13
Simple-Solitaire	Story&ICCBot@TP	ICCBot	0.88	0.00	0.13
Simple-Solitaire	Story&ICCBot@All	Story	0.70	0.20	0.10
Simple-Solitaire	Story&ICCBot@All	ICCBot	0.70	0.10	0.20
OpenKeychain	Gator&IC3@TP	Gator	0.00	0.58	0.42
OpenKeychain	Gator&IC3@TP	IC3	0.00	0.00	1.00
OpenKeychain	Gator&IC3@All	Gator	0.00	1.00	0.00
OpenKeychain	Gator&IC3@All	IC3	0.00	0.00	1.00
OpenKeychain	Gator&IC3dial@TP	Gator	0.00	0.58	0.42
OpenKeychain	Gator&IC3dial@TP	IC3dial	0.00	0.00	1.00
OpenKeychain	Gator&IC3dial@All	Gator	0.00	1.00	0.00
OpenKeychain	Gator&IC3dial@All	IC3dial	0.00	0.00	1.00
OpenKeychain	Gator&A3E@TP	Gator	0.17	0.41	0.42
OpenKeychain	Gator&A3E@TP	A3E	0.17	0.05	0.78
OpenKeychain	Gator&A3E@All	Gator	0.02	0.96	0.01
OpenKeychain	Gator&A3E@All	A3E	0.02	0.01	0.96
OpenKeychain	Gator&Story@TP	Gator	0.23	0.34	0.42
OpenKeychain	Gator&Story@TP	Story	0.23	0.05	0.72
OpenKeychain	Gator&Story@All	Gator	0.03	0.96	0.01
OpenKeychain	Gator&Story@All	Story	0.03	0.01	0.96
OpenKeychain	Gator&ICCBot@TP	Gator	0.53	0.05	0.42
OpenKeychain	Gator&ICCBot@TP	ICCBot	0.53	0.36	0.11
OpenKeychain	Gator&ICCBot@All	Gator	0.10	0.79	0.11
OpenKeychain	Gator&ICCBot@All	ICCBot	0.10	0.11	0.79
OpenKeychain	IC3&IC3dial@TP	IC3	0.00	0.00	1.00
OpenKeychain	IC3&IC3dial@TP	IC3dial	0.00	0.00	1.00
OpenKeychain	IC3&IC3dial@All	IC3	div0	div0	div0
OpenKeychain	IC3&IC3dial@All	IC3dial	div0	div0	div0
OpenKeychain	IC3&A3E@TP	IC3	0.00	0.00	1.00
OpenKeychain	IC3&A3E@TP	A3E	0.00	0.22	0.78
OpenKeychain	IC3&A3E@All	IC3	0.00	0.00	1.00
OpenKeychain	IC3&A3E@All	A3E	0.00	1.00	0.00
OpenKeychain	IC3&Story@TP	IC3	0.00	0.00	1.00
OpenKeychain	IC3&Story@TP	Story	0.00	0.28	0.72
OpenKeychain	IC3&Story@All	IC3	0.00	0.00	1.00
OpenKeychain	IC3&Story@All	Story	0.00	1.00	0.00
OpenKeychain	IC3&ICCBot@TP	IC3	0.00	0.00	1.00
OpenKeychain	IC3&ICCBot@TP	ICCBot	0.00	0.89	0.11
OpenKeychain	IC3&ICCBot@All	IC3	0.00	0.00	1.00
OpenKeychain	IC3&ICCBot@All	ICCBot	0.00	1.00	0.00
OpenKeychain	IC3dial&A3E@TP	IC3dial	0.00	0.00	1.00
OpenKeychain	IC3dial&A3E@TP	A3E	0.00	0.22	0.78
OpenKeychain	IC3dial&A3E@All	IC3dial	0.00	0.00	1.00
OpenKeychain	IC3dial&A3E@All	A3E	0.00	1.00	0.00
OpenKeychain	IC3dial&Story@TP	IC3dial	0.00	0.00	1.00
OpenKeychain	IC3dial&Story@TP	Story	0.00	0.28	0.72
OpenKeychain	IC3dial&Story@All	IC3dial	0.00	0.00	1.00
OpenKeychain	IC3dial&Story@All	Story	0.00	1.00	0.00
OpenKeychain	IC3dial&ICCBot@TP	IC3dial	0.00	0.00	1.00
OpenKeychain	IC3dial&ICCBot@TP	ICCBot	0.00	0.89	0.11
OpenKeychain	IC3dial&ICCBot@All	IC3dial	0.00	0.00	1.00
OpenKeychain	IC3dial&ICCBot@All	ICCBot	0.00	1.00	0.00
OpenKeychain	A3E&Story@TP	A3E	0.19	0.03	0.78
OpenKeychain	A3E&Story@TP	Story	0.19	0.09	0.72
OpenKeychain	A3E&Story@All	A3E	0.53	0.22	0.25
OpenKeychain	A3E&Story@All	Story	0.53	0.25	0.22
OpenKeychain	A3E&ICCBot@TP	A3E	0.20	0.02	0.78
OpenKeychain	A3E&ICCBot@TP	ICCBot	0.20	0.69	0.11
OpenKeychain	A3E&ICCBot@All	A3E	0.15	0.01	0.84
OpenKeychain	A3E&ICCBot@All	ICCBot	0.15	0.84	0.01
OpenKeychain	Story&ICCBot@TP	Story	0.28	0.00	0.72
OpenKeychain	Story&ICCBot@TP	ICCBot	0.28	0.61	0.11
OpenKeychain	Story&ICCBot@All	Story	0.17	0.00	0.83
OpenKeychain	Story&ICCBot@All	ICCBot	0.17	0.83	0.00
org.epstudios.epmobile	Gator&IC3@TP	Gator	0.68	0.32	0.00
org.epstudios.epmobile	Gator&IC3@TP	IC3	0.68	0.00	0.32
org.epstudios.epmobile	Gator&IC3@All	Gator	0.48	0.37	0.15
org.epstudios.epmobile	Gator&IC3@All	IC3	0.48	0.15	0.37
org.epstudios.epmobile	Gator&IC3dial@TP	Gator	0.68	0.32	0.00
org.epstudios.epmobile	Gator&IC3dial@TP	IC3dial	0.68	0.00	0.32
org.epstudios.epmobile	Gator&IC3dial@All	Gator	0.48	0.37	0.15
org.epstudios.epmobile	Gator&IC3dial@All	IC3dial	0.48	0.15	0.37
org.epstudios.epmobile	Gator&A3E@TP	Gator	0.41	0.59	0.00
org.epstudios.epmobile	Gator&A3E@TP	A3E	0.41	0.00	0.59
org.epstudios.epmobile	Gator&A3E@All	Gator	0.28	0.59	0.13
org.epstudios.epmobile	Gator&A3E@All	A3E	0.28	0.13	0.59
org.epstudios.epmobile	Gator&Story@TP	Gator	0.68	0.32	0.00
org.epstudios.epmobile	Gator&Story@TP	Story	0.68	0.00	0.32
org.epstudios.epmobile	Gator&Story@All	Gator	0.48	0.37	0.15
org.epstudios.epmobile	Gator&Story@All	Story	0.48	0.15	0.37
org.epstudios.epmobile	Gator&ICCBot@TP	Gator	1.00	0.00	0.00
org.epstudios.epmobile	Gator&ICCBot@TP	ICCBot	1.00	0.00	0.00
org.epstudios.epmobile	Gator&ICCBot@All	Gator	0.71	0.00	0.29
org.epstudios.epmobile	Gator&ICCBot@All	ICCBot	0.71	0.29	0.00
org.epstudios.epmobile	IC3&IC3dial@TP	IC3	0.68	0.00	0.32
org.epstudios.epmobile	IC3&IC3dial@TP	IC3dial	0.68	0.00	0.32
org.epstudios.epmobile	IC3&IC3dial@All	IC3	1.00	0.00	0.00
org.epstudios.epmobile	IC3&IC3dial@All	IC3dial	1.00	0.00	0.00
org.epstudios.epmobile	IC3&A3E@TP	IC3	0.41	0.27	0.32
org.epstudios.epmobile	IC3&A3E@TP	A3E	0.41	0.00	0.59
org.epstudios.epmobile	IC3&A3E@All	IC3	0.63	0.37	0.00
org.epstudios.epmobile	IC3&A3E@All	A3E	0.63	0.00	0.37
org.epstudios.epmobile	IC3&Story@TP	IC3	0.68	0.00	0.32
org.epstudios.epmobile	IC3&Story@TP	Story	0.68	0.00	0.32
org.epstudios.epmobile	IC3&Story@All	IC3	1.00	0.00	0.00
org.epstudios.epmobile	IC3&Story@All	Story	1.00	0.00	0.00
org.epstudios.epmobile	IC3&ICCBot@TP	IC3	0.68	0.00	0.32
org.epstudios.epmobile	IC3&ICCBot@TP	ICCBot	0.68	0.32	0.00
org.epstudios.epmobile	IC3&ICCBot@All	IC3	0.53	0.00	0.47
org.epstudios.epmobile	IC3&ICCBot@All	ICCBot	0.53	0.47	0.00
org.epstudios.epmobile	IC3dial&A3E@TP	IC3dial	0.41	0.27	0.32
org.epstudios.epmobile	IC3dial&A3E@TP	A3E	0.41	0.00	0.59
org.epstudios.epmobile	IC3dial&A3E@All	IC3dial	0.63	0.37	0.00
org.epstudios.epmobile	IC3dial&A3E@All	A3E	0.63	0.00	0.37
org.epstudios.epmobile	IC3dial&Story@TP	IC3dial	0.68	0.00	0.32
org.epstudios.epmobile	IC3dial&Story@TP	Story	0.68	0.00	0.32
org.epstudios.epmobile	IC3dial&Story@All	IC3dial	1.00	0.00	0.00
org.epstudios.epmobile	IC3dial&Story@All	Story	1.00	0.00	0.00
org.epstudios.epmobile	IC3dial&ICCBot@TP	IC3dial	0.68	0.00	0.32
org.epstudios.epmobile	IC3dial&ICCBot@TP	ICCBot	0.68	0.32	0.00
org.epstudios.epmobile	IC3dial&ICCBot@All	IC3dial	0.53	0.00	0.47
org.epstudios.epmobile	IC3dial&ICCBot@All	ICCBot	0.53	0.47	0.00
org.epstudios.epmobile	A3E&Story@TP	A3E	0.41	0.00	0.59
org.epstudios.epmobile	A3E&Story@TP	Story	0.41	0.27	0.32
org.epstudios.epmobile	A3E&Story@All	A3E	0.63	0.00	0.37
org.epstudios.epmobile	A3E&Story@All	Story	0.63	0.37	0.00
org.epstudios.epmobile	A3E&ICCBot@TP	A3E	0.41	0.00	0.59
org.epstudios.epmobile	A3E&ICCBot@TP	ICCBot	0.41	0.59	0.00
org.epstudios.epmobile	A3E&ICCBot@All	A3E	0.33	0.00	0.67
org.epstudios.epmobile	A3E&ICCBot@All	ICCBot	0.33	0.67	0.00
org.epstudios.epmobile	Story&ICCBot@TP	Story	0.68	0.00	0.32
org.epstudios.epmobile	Story&ICCBot@TP	ICCBot	0.68	0.32	0.00
org.epstudios.epmobile	Story&ICCBot@All	Story	0.53	0.00	0.47
org.epstudios.epmobile	Story&ICCBot@All	ICCBot	0.53	0.47	0.00
OpenGPSTracker	Gator&IC3@TP	Gator	0.00	0.00	1.00
OpenGPSTracker	Gator&IC3@TP	IC3	0.00	0.63	0.37
OpenGPSTracker	Gator&IC3@All	Gator	0.00	0.00	1.00
OpenGPSTracker	Gator&IC3@All	IC3	0.00	1.00	0.00
OpenGPSTracker	Gator&IC3dial@TP	Gator	0.00	0.00	1.00
OpenGPSTracker	Gator&IC3dial@TP	IC3dial	0.00	0.00	1.00
OpenGPSTracker	Gator&IC3dial@All	Gator	div0	div0	div0
OpenGPSTracker	Gator&IC3dial@All	IC3dial	div0	div0	div0
OpenGPSTracker	Gator&A3E@TP	Gator	0.00	0.00	1.00
OpenGPSTracker	Gator&A3E@TP	A3E	0.00	0.26	0.74
OpenGPSTracker	Gator&A3E@All	Gator	0.00	0.00	1.00
OpenGPSTracker	Gator&A3E@All	A3E	0.00	1.00	0.00
OpenGPSTracker	Gator&Story@TP	Gator	0.00	0.00	1.00
OpenGPSTracker	Gator&Story@TP	Story	0.00	0.53	0.47
OpenGPSTracker	Gator&Story@All	Gator	0.00	0.00	1.00
OpenGPSTracker	Gator&Story@All	Story	0.00	1.00	0.00
OpenGPSTracker	Gator&ICCBot@TP	Gator	0.00	0.00	1.00
OpenGPSTracker	Gator&ICCBot@TP	ICCBot	0.00	1.00	0.00
OpenGPSTracker	Gator&ICCBot@All	Gator	0.00	0.00	1.00
OpenGPSTracker	Gator&ICCBot@All	ICCBot	0.00	1.00	0.00
OpenGPSTracker	IC3&IC3dial@TP	IC3	0.00	0.63	0.37
OpenGPSTracker	IC3&IC3dial@TP	IC3dial	0.00	0.00	1.00
OpenGPSTracker	IC3&IC3dial@All	IC3	0.00	1.00	0.00
OpenGPSTracker	IC3&IC3dial@All	IC3dial	0.00	0.00	1.00
OpenGPSTracker	IC3&A3E@TP	IC3	0.26	0.37	0.37
OpenGPSTracker	IC3&A3E@TP	A3E	0.26	0.00	0.74
OpenGPSTracker	IC3&A3E@All	IC3	0.26	0.70	0.05
OpenGPSTracker	IC3&A3E@All	A3E	0.26	0.05	0.70
OpenGPSTracker	IC3&Story@TP	IC3	0.32	0.32	0.37
OpenGPSTracker	IC3&Story@TP	Story	0.32	0.21	0.47
OpenGPSTracker	IC3&Story@All	IC3	0.54	0.35	0.11
OpenGPSTracker	IC3&Story@All	Story	0.54	0.11	0.35
OpenGPSTracker	IC3&ICCBot@TP	IC3	0.63	0.00	0.37
OpenGPSTracker	IC3&ICCBot@TP	ICCBot	0.63	0.37	0.00
OpenGPSTracker	IC3&ICCBot@All	IC3	0.39	0.33	0.28
OpenGPSTracker	IC3&ICCBot@All	ICCBot	0.39	0.28	0.33
OpenGPSTracker	IC3dial&A3E@TP	IC3dial	0.00	0.00	1.00
OpenGPSTracker	IC3dial&A3E@TP	A3E	0.00	0.26	0.74
OpenGPSTracker	IC3dial&A3E@All	IC3dial	0.00	0.00	1.00
OpenGPSTracker	IC3dial&A3E@All	A3E	0.00	1.00	0.00
OpenGPSTracker	IC3dial&Story@TP	IC3dial	0.00	0.00	1.00
OpenGPSTracker	IC3dial&Story@TP	Story	0.00	0.53	0.47
OpenGPSTracker	IC3dial&Story@All	IC3dial	0.00	0.00	1.00
OpenGPSTracker	IC3dial&Story@All	Story	0.00	1.00	0.00
OpenGPSTracker	IC3dial&ICCBot@TP	IC3dial	0.00	0.00	1.00
OpenGPSTracker	IC3dial&ICCBot@TP	ICCBot	0.00	1.00	0.00
OpenGPSTracker	IC3dial&ICCBot@All	IC3dial	0.00	0.00	1.00
OpenGPSTracker	IC3dial&ICCBot@All	ICCBot	0.00	1.00	0.00
OpenGPSTracker	A3E&Story@TP	A3E	0.21	0.05	0.74
OpenGPSTracker	A3E&Story@TP	Story	0.21	0.32	0.47
OpenGPSTracker	A3E&Story@All	A3E	0.26	0.12	0.62
OpenGPSTracker	A3E&Story@All	Story	0.26	0.62	0.12
OpenGPSTracker	A3E&ICCBot@TP	A3E	0.26	0.00	0.74
OpenGPSTracker	A3E&ICCBot@TP	ICCBot	0.26	0.74	0.00
OpenGPSTracker	A3E&ICCBot@All	A3E	0.34	0.00	0.66
OpenGPSTracker	A3E&ICCBot@All	ICCBot	0.34	0.66	0.00
OpenGPSTracker	Story&ICCBot@TP	Story	0.53	0.00	0.47
OpenGPSTracker	Story&ICCBot@TP	ICCBot	0.53	0.47	0.00
OpenGPSTracker	Story&ICCBot@All	Story	0.31	0.27	0.42
OpenGPSTracker	Story&ICCBot@All	ICCBot	0.31	0.42	0.27
fr.ybo.transportsrennes	Gator&IC3@TP	Gator	0.29	0.21	0.50
fr.ybo.transportsrennes	Gator&IC3@TP	IC3	0.29	0.26	0.44
fr.ybo.transportsrennes	Gator&IC3@All	Gator	0.11	0.64	0.24
fr.ybo.transportsrennes	Gator&IC3@All	IC3	0.11	0.24	0.64
fr.ybo.transportsrennes	Gator&IC3dial@TP	Gator	0.00	0.50	0.50
fr.ybo.transportsrennes	Gator&IC3dial@TP	IC3dial	0.00	0.00	1.00
fr.ybo.transportsrennes	Gator&IC3dial@All	Gator	0.00	1.00	0.00
fr.ybo.transportsrennes	Gator&IC3dial@All	IC3dial	0.00	0.00	1.00
fr.ybo.transportsrennes	Gator&A3E@TP	Gator	0.15	0.35	0.50
fr.ybo.transportsrennes	Gator&A3E@TP	A3E	0.15	0.15	0.71
fr.ybo.transportsrennes	Gator&A3E@All	Gator	0.05	0.92	0.03
fr.ybo.transportsrennes	Gator&A3E@All	A3E	0.05	0.03	0.92
fr.ybo.transportsrennes	Gator&Story@TP	Gator	0.29	0.21	0.50
fr.ybo.transportsrennes	Gator&Story@TP	Story	0.29	0.15	0.56
fr.ybo.transportsrennes	Gator&Story@All	Gator	0.12	0.65	0.23
fr.ybo.transportsrennes	Gator&Story@All	Story	0.12	0.23	0.65
fr.ybo.transportsrennes	Gator&ICCBot@TP	Gator	0.18	0.32	0.50
fr.ybo.transportsrennes	Gator&ICCBot@TP	ICCBot	0.18	0.50	0.32
fr.ybo.transportsrennes	Gator&ICCBot@All	Gator	0.04	0.78	0.18
fr.ybo.transportsrennes	Gator&ICCBot@All	ICCBot	0.04	0.18	0.78
fr.ybo.transportsrennes	IC3&IC3dial@TP	IC3	0.00	0.56	0.44
fr.ybo.transportsrennes	IC3&IC3dial@TP	IC3dial	0.00	0.00	1.00
fr.ybo.transportsrennes	IC3&IC3dial@All	IC3	0.00	1.00	0.00
fr.ybo.transportsrennes	IC3&IC3dial@All	IC3dial	0.00	0.00	1.00
fr.ybo.transportsrennes	IC3&A3E@TP	IC3	0.26	0.29	0.44
fr.ybo.transportsrennes	IC3&A3E@TP	A3E	0.26	0.03	0.71
fr.ybo.transportsrennes	IC3&A3E@All	IC3	0.12	0.83	0.05
fr.ybo.transportsrennes	IC3&A3E@All	A3E	0.12	0.05	0.83
fr.ybo.transportsrennes	IC3&Story@TP	IC3	0.41	0.15	0.44
fr.ybo.transportsrennes	IC3&Story@TP	Story	0.41	0.03	0.56
fr.ybo.transportsrennes	IC3&Story@All	IC3	0.95	0.04	0.01
fr.ybo.transportsrennes	IC3&Story@All	Story	0.95	0.01	0.04
fr.ybo.transportsrennes	IC3&ICCBot@TP	IC3	0.44	0.12	0.44
fr.ybo.transportsrennes	IC3&ICCBot@TP	ICCBot	0.44	0.24	0.32
fr.ybo.transportsrennes	IC3&ICCBot@All	IC3	0.14	0.58	0.28
fr.ybo.transportsrennes	IC3&ICCBot@All	ICCBot	0.14	0.28	0.58
fr.ybo.transportsrennes	IC3dial&A3E@TP	IC3dial	0.00	0.00	1.00
fr.ybo.transportsrennes	IC3dial&A3E@TP	A3E	0.00	0.29	0.71
fr.ybo.transportsrennes	IC3dial&A3E@All	IC3dial	0.00	0.00	1.00
fr.ybo.transportsrennes	IC3dial&A3E@All	A3E	0.00	1.00	0.00
fr.ybo.transportsrennes	IC3dial&Story@TP	IC3dial	0.00	0.00	1.00
fr.ybo.transportsrennes	IC3dial&Story@TP	Story	0.00	0.44	0.56
fr.ybo.transportsrennes	IC3dial&Story@All	IC3dial	0.00	0.00	1.00
fr.ybo.transportsrennes	IC3dial&Story@All	Story	0.00	1.00	0.00
fr.ybo.transportsrennes	IC3dial&ICCBot@TP	IC3dial	0.00	0.00	1.00
fr.ybo.transportsrennes	IC3dial&ICCBot@TP	ICCBot	0.00	0.68	0.32
fr.ybo.transportsrennes	IC3dial&ICCBot@All	IC3dial	0.00	0.00	1.00
fr.ybo.transportsrennes	IC3dial&ICCBot@All	ICCBot	0.00	1.00	0.00
fr.ybo.transportsrennes	A3E&Story@TP	A3E	0.29	0.00	0.71
fr.ybo.transportsrennes	A3E&Story@TP	Story	0.29	0.15	0.56
fr.ybo.transportsrennes	A3E&Story@All	A3E	0.13	0.04	0.83
fr.ybo.transportsrennes	A3E&Story@All	Story	0.13	0.83	0.04
fr.ybo.transportsrennes	A3E&ICCBot@TP	A3E	0.29	0.00	0.71
fr.ybo.transportsrennes	A3E&ICCBot@TP	ICCBot	0.29	0.38	0.32
fr.ybo.transportsrennes	A3E&ICCBot@All	A3E	0.21	0.07	0.72
fr.ybo.transportsrennes	A3E&ICCBot@All	ICCBot	0.21	0.72	0.07
fr.ybo.transportsrennes	Story&ICCBot@TP	Story	0.32	0.12	0.56
fr.ybo.transportsrennes	Story&ICCBot@TP	ICCBot	0.32	0.35	0.32
fr.ybo.transportsrennes	Story&ICCBot@All	Story	0.11	0.58	0.31
fr.ybo.transportsrennes	Story&ICCBot@All	ICCBot	0.11	0.31	0.58
org.liberty.android.fantastischmemo	Gator&IC3@TP	Gator	0.49	0.00	0.51
